State,District,Year,No_of_Accounts,Credit_Limit_Cr,Amount_Outstanding_Cr,Credit_Utilization_Ratio
MIZORAM,MAMIT,2020,5843,163.3241,113.8489,0.6971
MIZORAM,MAMIT,2021,6046,178.4366,132.1714,0.7407
MIZORAM,MAMIT,2022,6573,217.8615,162.9514,0.748
MIZORAM,MAMIT,2023,6752,254.7159,185.8051,0.7295
MIZORAM,MAMIT,2024,7938,331.8621,238.6009,0.719
MIZORAM,SAIHA,2019,7300,279.8431,452.5834,1.6173
MIZORAM,SAIHA,2020,7720,245.9944,179.7647,0.7308
MIZORAM,SAIHA,2021,8758,286.0427,201.5989,0.7048
MIZORAM,SAIHA,2022,8282,322.5592,231.4044,0.7174
MIZORAM,SAIHA,2023,9182,359.3676,257.9943,0.7179
MIZORAM,SAITUAL,2020,4274,100.3367,74.5339,0.7428
MIZORAM,SAITUAL,2021,4742,127.0488,93.7001,0.7375
MIZORAM,SAITUAL,2022,5274,153.9554,112.7484,0.7323
MIZORAM,SAITUAL,2023,5044,171.1952,122.6106,0.7162
MIZORAM,SAITUAL,2024,5395,200.1498,141.9936,0.7094
MIZORAM,SERCHHIP,2019,7066,168.3247,121.6146,0.7225
MIZORAM,SERCHHIP,2020,7476,212.9331,158.273,0.7433
MIZORAM,SERCHHIP,2021,8380,289.7602,224.3394,0.7742
MIZORAM,SERCHHIP,2022,8971,360.3943,275.9345,0.7656
MIZORAM,SERCHHIP,2023,9332,422.3094,313.5953,0.7426
MIZORAM,SERCHHIP,2024,10254,482.6729,353.6838,0.7328
MIZORAM,SIAHA,2024,9762,399.0585,284.1632,0.7121
NAGALAND,CHUMOUKEDIMA,2023,17156,680.1046,519.3489,0.7636
NAGALAND,CHUMOUKEDIMA,2024,16196,844.4167,645.3456,0.7643
NAGALAND,DIMAPUR,2019,53741,2462.4761,1821.9998,0.7399
NAGALAND,DIMAPUR,2020,66612,2817.5101,2059.922,0.7311
NAGALAND,DIMAPUR,2021,79386,6370.519,4069.0272,0.6387
NAGALAND,DIMAPUR,2022,76541,3771.6381,2717.9279,0.7206
NAGALAND,DIMAPUR,2023,63497,3928.8361,2935.1359,0.7471
NAGALAND,DIMAPUR,2024,73469,4516.2152,3295.9138,0.7298
NAGALAND,KIPHIRE,2019,2466,72.3953,52.7274,0.7283
NAGALAND,KIPHIRE,2020,2770,96.1204,71.8634,0.7476
NAGALAND,KIPHIRE,2021,3691,138.8475,110.4115,0.7952
NAGALAND,KIPHIRE,2022,4232,176.1036,136.1464,0.7731
NAGALAND,KIPHIRE,2023,4570,200.8792,148.8587,0.741
NAGALAND,KIPHIRE,2024,5057,231.9754,170.38,0.7345
NAGALAND,KOHIMA,2019,32618,1317.2829,940.3222,0.7138
NAGALAND,KOHIMA,2020,33076,1434.7359,1040.8489,0.7255
NAGALAND,KOHIMA,2021,38300,1682.8922,1197.7467,0.7117
NAGALAND,KOHIMA,2022,39164,1956.9363,1404.2932,0.7176
NAGALAND,KOHIMA,2023,40067,2298.3616,1672.51,0.7277
NAGALAND,KOHIMA,2024,42903,2671.329,1944.6423,0.728
NAGALAND,LONGLENG,2019,1779,48.5494,35.8668,0.7388
NAGALAND,LONGLENG,2020,1872,62.4325,46.4962,0.7447
NAGALAND,LONGLENG,2021,2348,89.4548,70.133,0.784
NAGALAND,LONGLENG,2022,2760,117.2174,90.3144,0.7705
NAGALAND,LONGLENG,2023,3228,147.3631,108.6383,0.7372
NAGALAND,LONGLENG,2024,3619,168.6637,122.5215,0.7264
NAGALAND,MOKOKCHUNG,2019,22470,611.0946,425.1319,0.6957
NAGALAND,MOKOKCHUNG,2020,23009,684.3272,476.5742,0.6964
NAGALAND,MOKOKCHUNG,2021,23912,774.8402,554.5906,0.7157
NAGALAND,MOKOKCHUNG,2022,23291,858.1315,608.2944,0.7089
NAGALAND,MOKOKCHUNG,2023,23062,958.6674,681.1603,0.7105
NAGALAND,MOKOKCHUNG,2024,23957,1075.7334,772.3813,0.718
NAGALAND,MON,2019,4715,161.2973,110.7905,0.6869
NAGALAND,MON,2020,5768,196.9985,140.4417,0.7129
NAGALAND,MON,2021,7185,264.9581,187.5452,0.7078
NAGALAND,MON,2022,7715,324.6777,230.4456,0.7098
NAGALAND,MON,2023,8987,393.1064,282.6349,0.719
NAGALAND,MON,2024,10241,471.9738,350.8722,0.7434
NAGALAND,NIULAND,2023,522,16.8074,12.9979,0.7733
NAGALAND,NIULAND,2024,774,31.5693,25.4342,0.8057
NAGALAND,NOKLAK,2021,812,21.5729,16.2268,0.7522
NAGALAND,NOKLAK,2022,1020,32.8254,25.9191,0.7896
NAGALAND,NOKLAK,2023,1041,35.8988,26.5653,0.74
NAGALAND,NOKLAK,2024,1074,41.8759,30.466,0.7275
NAGALAND,PEREN,2019,5257,108.5624,91.2133,0.8402
NAGALAND,PEREN,2020,5923,130.3501,102.1285,0.7835
NAGALAND,PEREN,2021,6320,165.7132,129.4271,0.781
NAGALAND,PEREN,2022,6509,198.9188,151.21,0.7602
NAGALAND,PEREN,2023,6981,238.9792,181.8474,0.7609
NAGALAND,PEREN,2024,6925,285.2967,218.5432,0.766
NAGALAND,PHEK,2019,1989,38.9083,29.942,0.7696
NAGALAND,PHEK,2020,6835,175.5201,132.3259,0.7539
NAGALAND,PHEK,2021,7794,238.9009,184.5501,0.7725
NAGALAND,PHEK,2022,8344,290.8757,223.3661,0.7679
NAGALAND,PHEK,2023,8798,339.1737,253.7325,0.7481
NAGALAND,PHEK,2024,9306,396.0781,300.2875,0.7582
NAGALAND,SHAMATOR,2023,712,26.7054,20.4375,0.7653
NAGALAND,SHAMATOR,2024,806,34.206,24.9249,0.7287
NAGALAND,TSEMINYU,2023,1820,87.4603,63.1079,0.7216
NAGALAND,TSEMINYU,2024,1939,101.1183,73.7678,0.7295
NAGALAND,TUENSANG,2019,10901,258.1755,196.2927,0.7603
NAGALAND,TUENSANG,2020,11820,308.986,225.3827,0.7294
NAGALAND,TUENSANG,2021,10830,343.9207,253.3403,0.7366
NAGALAND,TUENSANG,2022,10304,390.003,288.1583,0.7389
NAGALAND,TUENSANG,2023,9845,409.4602,307.239,0.7504
NAGALAND,TUENSANG,2024,10686,475.8052,355.0583,0.7462
NAGALAND,WOKHA,2019,6851,203.5379,146.1634,0.7181
NAGALAND,WOKHA,2020,7631,240.3618,172.115,0.7161
NAGALAND,WOKHA,2021,8937,290.6701,203.2728,0.6993
NAGALAND,WOKHA,2022,9141,327.6191,228.7109,0.6981
NAGALAND,WOKHA,2023,10259,385.915,272.7855,0.7069
NAGALAND,WOKHA,2024,11840,462.8354,336.4228,0.7269
NAGALAND,ZUNHEBOTO,2019,6153,198.557,140.5967,0.7081
NAGALAND,ZUNHEBOTO,2020,7155,241.76,175.9396,0.7277
NAGALAND,ZUNHEBOTO,2021,8615,311.993,232.0717,0.7438
NAGALAND,ZUNHEBOTO,2022,9517,378.3729,276.1488,0.7298
NAGALAND,ZUNHEBOTO,2023,10217,445.3336,318.2737,0.7147
NAGALAND,ZUNHEBOTO,2024,11040,519.9108,377.277,0.7257
NCT OF DELHI,CENTRAL DELHI,2019,151666,51749.1646,35490.0366,0.6858
NCT OF DELHI,CENTRAL DELHI,2020,1506657,332883.0098,160387.6246,0.4818
NCT OF DELHI,CENTRAL DELHI,2021,2418252,519630.9158,307169.7232,0.5911
NCT OF DELHI,CENTRAL DELHI,2022,2647843,563801.8286,298614.8633,0.5296
NCT OF DELHI,CENTRAL DELHI,2023,2042598,492304.6058,207158.6143,0.4208
NCT OF DELHI,CENTRAL DELHI,2024,2176624,534069.1417,230269.497,0.4312
NCT OF DELHI,EAST DELHI,2019,112189,8524.5749,5584.6534,0.6551
NCT OF DELHI,EAST DELHI,2020,193835,9985.7325,6049.625,0.6058
NCT OF DELHI,EAST DELHI,2021,242662,106959.9342,69979.5979,0.6543
NCT OF DELHI,EAST DELHI,2022,233782,121719.8154,81527.9648,0.6698
NCT OF DELHI,EAST DELHI,2023,251602,128355.8787,95999.6779,0.7479
NCT OF DELHI,EAST DELHI,2024,272584,156147.4416,105750.2823,0.6772
NCT OF DELHI,NEW DELHI,2019,4785067,1727209.112,1168440.01,0.6765
NCT OF DELHI,NEW DELHI,2020,3403265,1529571.612,1090274.144,0.7128
NCT OF DELHI,NEW DELHI,2021,2418030,1223568.237,805573.9023,0.6584
NCT OF DELHI,NEW DELHI,2022,2338719,1293832.818,854967.3937,0.6608
NCT OF DELHI,NEW DELHI,2023,3738009,1550764.644,1004131.239,0.6475
NCT OF DELHI,NEW DELHI,2024,3495751,1606155.115,1094043.827,0.6812
NCT OF DELHI,NORTH DELHI,2019,64019,7166.1802,5005.9616,0.6986
NCT OF DELHI,NORTH DELHI,2020,114885,10099.6741,6520.4699,0.6456
NCT OF DELHI,NORTH DELHI,2021,175769,19072.6269,12442.6048,0.6524
NCT OF DELHI,NORTH DELHI,2022,195527,22605.0361,14189.1661,0.6277
NCT OF DELHI,NORTH DELHI,2023,206556,30284.1329,17434.5203,0.5757
NCT OF DELHI,NORTH DELHI,2024,207800,39489.2743,25585.9223,0.6479
NCT OF DELHI,NORTH-EAST DELHI,2019,26277,730.1514,529.6697,0.7254
NCT OF DELHI,NORTH-EAST DELHI,2020,51547,3297.9304,897.9865,0.2723
NCT OF DELHI,NORTH-EAST DELHI,2021,81941,6532.6929,3550.6278,0.5435
NCT OF DELHI,NORTH-EAST DELHI,2022,93554,7289.2454,4024.515,0.5521
NCT OF DELHI,NORTH-EAST DELHI,2023,84420,7576.6529,4432.6093,0.585
NCT OF DELHI,NORTH-EAST DELHI,2024,97073,8221.9886,4646.1088,0.5651
NCT OF DELHI,NORTH-WEST DELHI,2019,127191,11860.0373,8040.0379,0.6779
NCT OF DELHI,NORTH-WEST DELHI,2020,209939,15935.6418,10130.7859,0.6357
NCT OF DELHI,NORTH-WEST DELHI,2021,225831,24844.8756,16496.0334,0.664
NCT OF DELHI,NORTH-WEST DELHI,2022,241195,26781.2226,17380.197,0.649
NCT OF DELHI,NORTH-WEST DELHI,2023,273202,33290.0272,21745.8567,0.6532
NCT OF DELHI,NORTH-WEST DELHI,2024,308057,43125.6831,27552.9318,0.6389
NCT OF DELHI,SHAHDARA,2019,31712,2313.0631,1621.6823,0.7011
NCT OF DELHI,SHAHDARA,2020,66524,3708.8966,2307.16,0.6221
NCT OF DELHI,SHAHDARA,2021,95063,7533.3658,5030.9631,0.6678
NCT OF DELHI,SHAHDARA,2022,106605,8340.5746,5363.3776,0.643
NCT OF DELHI,SHAHDARA,2023,124157,9832.4965,6478.8335,0.6589
NCT OF DELHI,SHAHDARA,2024,141885,12224.997,7856.8615,0.6427
NCT OF DELHI,SOUTH DELHI,2019,257193,47296.2933,32718.1385,0.6918
NCT OF DELHI,SOUTH DELHI,2020,451947,51442.2036,33490.229,0.651
NCT OF DELHI,SOUTH DELHI,2021,525367,63895.873,39736.7086,0.6219
NCT OF DELHI,SOUTH DELHI,2022,533203,70091.5721,42243.4632,0.6027
NCT OF DELHI,SOUTH DELHI,2023,523679,77851.0156,48094.5617,0.6178
NCT OF DELHI,SOUTH DELHI,2024,592182,97999.681,64888.4264,0.6621
NCT OF DELHI,SOUTH-EAST DELHI,2019,75707,59473.7259,34213.4085,0.5753
NCT OF DELHI,SOUTH-EAST DELHI,2020,243453,49742.645,34538.2015,0.6943
NCT OF DELHI,SOUTH-EAST DELHI,2021,284439,95677.9574,51103.294,0.5341
NCT OF DELHI,SOUTH-EAST DELHI,2022,299026,97777.0404,55451.4482,0.5671
NCT OF DELHI,SOUTH-EAST DELHI,2023,371767,128821.7459,74827.2721,0.5809
NCT OF DELHI,SOUTH-EAST DELHI,2024,426467,136437.663,77853.4514,0.5706
NCT OF DELHI,SOUTH-WEST DELHI,2019,109455,12523.7639,8717.8438,0.6961
NCT OF DELHI,SOUTH-WEST DELHI,2020,184093,15974.4721,8950.6224,0.5603
NCT OF DELHI,SOUTH-WEST DELHI,2021,291674,29616.8494,18441.3823,0.6227
NCT OF DELHI,SOUTH-WEST DELHI,2022,327594,36999.0322,23977.6957,0.6481
NCT OF DELHI,SOUTH-WEST DELHI,2023,391946,42035.4425,26467.9115,0.6297
NCT OF DELHI,SOUTH-WEST DELHI,2024,421883,45572.9358,27647.3839,0.6067
NCT OF DELHI,WEST DELHI,2019,142139,19715.911,13803.7853,0.7001
NCT OF DELHI,WEST DELHI,2020,287230,25032.0596,16865.3595,0.6738
NCT OF DELHI,WEST DELHI,2021,354649,35482.6805,23533.2158,0.6632
NCT OF DELHI,WEST DELHI,2022,355204,42324.6095,27338.815,0.6459
NCT OF DELHI,WEST DELHI,2023,346774,45127.6906,29214.465,0.6474
NCT OF DELHI,WEST DELHI,2024,397632,56539.7395,36914.5258,0.6529
ODISHA,ANGUL,2019,228912,4365.1499,3244.3331,0.7432
ODISHA,ANGUL,2020,208332,5106.4469,3564.9782,0.6981
ODISHA,ANGUL,2021,235952,5908.7985,4147.3288,0.7019
ODISHA,ANGUL,2022,234212,6719.2471,4807.0506,0.7154
ODISHA,ANUGUL,2023,245145,8106.8918,6013.0903,0.7417
ODISHA,ANUGUL,2024,264248,9845.2485,7405.6132,0.7522
ODISHA,BALANGIR,2019,179875,2687.8973,2049.2557,0.7624
ODISHA,BALANGIR,2020,213751,3048.5186,2335.6675,0.7662
ODISHA,BALANGIR,2021,243231,3532.0826,2704.5102,0.7657
ODISHA,BALANGIR,2022,251758,4218.1728,3221.2354,0.7637
ODISHA,BALANGIR,2023,298391,5358.8939,4113.5239,0.7676
ODISHA,BALANGIR,2024,339853,6981.164,5095.6128,0.7299
ODISHA,BALESHWAR,2019,337140,5799.7428,4795.0395,0.8268
ODISHA,BALESHWAR,2020,368745,6297.6742,4983.5508,0.7913
ODISHA,BALESHWAR,2021,443720,12040.8131,9140.4243,0.7591
ODISHA,BALESHWAR,2022,476133,14110.7994,10470.2912,0.742
ODISHA,BALESHWAR,2023,506944,10446.6206,7874.6819,0.7538
ODISHA,BALESHWAR,2024,525817,12842.0678,9390.6809,0.7312
ODISHA,BARGARH,2019,217400,2992.975,2416.453,0.8074
ODISHA,BARGARH,2020,196634,3213.2963,2488.3961,0.7744
ODISHA,BARGARH,2021,217011,3629.7503,2811.7542,0.7746
ODISHA,BARGARH,2022,233917,4354.3036,3336.0862,0.7662
ODISHA,BARGARH,2023,239214,5071.4233,3946.1529,0.7781
ODISHA,BARGARH,2024,265075,6475.8631,5074.0358,0.7835
ODISHA,BHADRAK,2019,347673,2905.0509,2268.9832,0.781
ODISHA,BHADRAK,2020,424729,3723.7549,2830.1808,0.76
ODISHA,BHADRAK,2021,484670,4256.5058,3235.4316,0.7601
ODISHA,BHADRAK,2022,446043,4836.2906,3574.9083,0.7392
ODISHA,BHADRAK,2023,464883,5579.251,4227.9332,0.7578
ODISHA,BHADRAK,2024,491110,6798.8261,5075.1396,0.7465
ODISHA,BOUDH,2019,52997,633.7653,517.2338,0.8161
ODISHA,BOUDH,2020,57142,768.1466,587.7614,0.7652
ODISHA,BOUDH,2021,62085,839.4507,658.2282,0.7841
ODISHA,BOUDH,2022,70138,975.7318,748.0449,0.7667
ODISHA,BOUDH,2023,75466,1156.0672,899.0203,0.7777
ODISHA,BOUDH,2024,81690,1384.0703,1083.1662,0.7826
ODISHA,CUTTACK,2019,579183,13874.1804,10386.2861,0.7486
ODISHA,CUTTACK,2020,530522,15391.3845,11378.3684,0.7393
ODISHA,CUTTACK,2021,634397,17491.3735,12838.6757,0.734
ODISHA,CUTTACK,2022,696741,20540.2646,14539.448,0.7079
ODISHA,CUTTACK,2023,789426,26409.5722,17304.9097,0.6553
ODISHA,CUTTACK,2024,897621,30864.9876,20390.6817,0.6606
ODISHA,DEOGARH,2019,27754,389.8979,301.882,0.7743
ODISHA,DEOGARH,2020,29289,455.8595,344.3077,0.7553
ODISHA,DEOGARH,2021,32390,549.1161,410.6344,0.7478
ODISHA,DEOGARH,2022,32640,611.8887,450.4318,0.7361
ODISHA,DEOGARH,2023,35655,749.8748,536.1957,0.715
ODISHA,DEOGARH,2024,37119,906.985,652.9645,0.7199
ODISHA,DHENKANAL,2019,164846,3744.1899,2199.5597,0.5875
ODISHA,DHENKANAL,2020,174688,3654.0175,2043.6645,0.5593
ODISHA,DHENKANAL,2021,204053,4131.7391,2386.9586,0.5777
ODISHA,DHENKANAL,2022,221047,4781.244,2831.605,0.5922
ODISHA,DHENKANAL,2023,234418,5405.3635,3248.9903,0.6011
ODISHA,DHENKANAL,2024,250215,6661.7775,4051.9057,0.6082
ODISHA,GAJAPATI,2019,48758,588.7029,471.6962,0.8012
ODISHA,GAJAPATI,2020,51503,677.0712,542.9552,0.8019
ODISHA,GAJAPATI,2021,57222,819.7877,650.5101,0.7935
ODISHA,GAJAPATI,2022,58162,966.6416,753.8115,0.7798
ODISHA,GAJAPATI,2023,61519,1186.5654,913.7252,0.7701
ODISHA,GAJAPATI,2024,66457,1450.2332,1129.7389,0.779
ODISHA,GANJAM,2019,406714,7666.254,6179.1585,0.806
ODISHA,GANJAM,2020,461293,8938.8152,7010.9066,0.7843
ODISHA,GANJAM,2021,545776,10607.1226,8296.0218,0.7821
ODISHA,GANJAM,2022,586251,12778.4948,9739.1717,0.7622
ODISHA,GANJAM,2023,667471,15741.6247,12328.9211,0.7832
ODISHA,GANJAM,2024,738876,19904.5544,15504.3111,0.7789
ODISHA,JAGATSINGHPUR,2019,144353,2752.961,2155.268,0.7829
ODISHA,JAGATSINGHPUR,2020,168459,3107.3846,2317.6611,0.7459
ODISHA,JAGATSINGHPUR,2021,195835,3200.8722,2391.8294,0.7472
ODISHA,JAGATSINGHPUR,2022,217531,4167.1084,2947.5623,0.7073
ODISHA,JAGATSINGHPUR,2023,230650,4518.5281,3131.9319,0.6931
ODISHA,JAGATSINGHPUR,2024,300853,6557.3754,4942.4135,0.7537
ODISHA,JAJPUR,2019,491831,10668.5858,7217.2541,0.6765
ODISHA,JAJPUR,2020,1012129,12649.8859,8241.8268,0.6515
ODISHA,JAJPUR,2021,1077291,9703.4441,6636.8751,0.684
ODISHA,JAJPUR,2022,1155529,10209.4365,7366.1671,0.7215
ODISHA,JAJPUR,2023,1158806,11266.7491,7977.394,0.708
ODISHA,JAJPUR,2024,1196299,13422.1455,9282.3022,0.6916
ODISHA,JHARSUGUDA,2019,107030,3413.637,2557.2458,0.7491
ODISHA,JHARSUGUDA,2020,93918,3628.0271,2540.7497,0.7003
ODISHA,JHARSUGUDA,2021,108973,4080.6557,2749.1469,0.6737
ODISHA,JHARSUGUDA,2022,112005,4530.0511,3110.234,0.6866
ODISHA,JHARSUGUDA,2023,120174,5727.3147,3792.3457,0.6622
ODISHA,JHARSUGUDA,2024,121477,6759.2276,4553.8312,0.6737
ODISHA,KALAHANDI,2019,165727,2274.853,1860.5935,0.8179
ODISHA,KALAHANDI,2020,175342,2383.3597,1865.3031,0.7826
ODISHA,KALAHANDI,2021,188146,2703.8008,2123.6287,0.7854
ODISHA,KALAHANDI,2022,198708,3193.2681,2498.7268,0.7825
ODISHA,KALAHANDI,2023,221575,4037.1903,3118.3115,0.7724
ODISHA,KALAHANDI,2024,246276,4915.8889,3771.0506,0.7671
ODISHA,KANDHAMAL,2019,69679,798.737,653.0835,0.8176
ODISHA,KANDHAMAL,2020,70667,900.8383,720.387,0.7997
ODISHA,KANDHAMAL,2021,78183,1072.8006,849.7399,0.7921
ODISHA,KANDHAMAL,2022,91676,1458.3102,1152.7822,0.7905
ODISHA,KANDHAMAL,2023,86999,1531.2798,1188.2637,0.776
ODISHA,KANDHAMAL,2024,96063,1841.1418,1422.852,0.7728
ODISHA,KENDRAPARA,2019,129857,1595.285,1257.0915,0.788
ODISHA,KENDRAPARA,2020,137451,1812.2469,1371.815,0.757
ODISHA,KENDRAPARA,2021,149895,2155.5269,1636.8954,0.7594
ODISHA,KENDRAPARA,2022,174088,2788.2248,2075.7682,0.7445
ODISHA,KENDRAPARA,2023,181153,3285.3504,2422.3023,0.7373
ODISHA,KENDRAPARA,2024,192746,4032.8639,3010.2236,0.7464
ODISHA,KEONJHAR,2019,344510,5364.101,3830.5475,0.7141
ODISHA,KEONJHAR,2020,558801,7899.2271,5266.153,0.6667
ODISHA,KEONJHAR,2021,575148,8343.8639,5470.5354,0.6556
ODISHA,KEONJHAR,2022,641405,9516.6156,5915.6477,0.6216
ODISHA,KEONJHAR,2023,635880,10523.3226,6395.6685,0.6078
ODISHA,KEONJHAR,2024,641207,11463.2987,7017.765,0.6122
ODISHA,KHURDA,2019,1048629,73704.1691,49144.6684,0.6668
ODISHA,KHURDA,2020,1219109,79627.4944,54622.9949,0.686
ODISHA,KHURDA,2021,1290447,83565.4332,54980.2365,0.6579
ODISHA,KHURDA,2022,1294644,105963.8255,66516.3516,0.6277
ODISHA,KHURDA,2023,1444933,126607.5829,82733.4234,0.6535
ODISHA,KHURDA,2024,1753368,150998.5368,104317.4794,0.6909
ODISHA,KORAPUT,2019,161534,2608.3072,2052.4918,0.7869
ODISHA,KORAPUT,2020,165199,2994.5807,2265.3732,0.7565
ODISHA,KORAPUT,2021,172474,3390.583,2586.1586,0.7627
ODISHA,KORAPUT,2022,179641,4048.3078,3071.1421,0.7586
ODISHA,KORAPUT,2023,192425,4934.5563,3667.1109,0.7431
ODISHA,KORAPUT,2024,226070,5991.1648,4506.7213,0.7522
ODISHA,MALKANGIRI,2019,33755,455.5499,371.8838,0.8163
ODISHA,MALKANGIRI,2020,35636,582.0693,451.4189,0.7755
ODISHA,MALKANGIRI,2021,38652,698.9656,550.9832,0.7883
ODISHA,MALKANGIRI,2022,49021,1044.3673,810.1067,0.7757
